"""emp_no"",""dept_no"",""from_date"",""to_date"""
"15304,""d007"",""1987-11-21"",""1991-03-31"""
"15305,""d005"",""1990-05-12"",""9999-01-01"""
"15306,""d007"",""1999-03-08"",""9999-01-01"""
"15307,""d007"",""1998-07-31"",""9999-01-01"""
"15308,""d004"",""1998-09-12"",""9999-01-01"""
"15309,""d008"",""1999-10-04"",""9999-01-01"""
"15310,""d001"",""1997-11-09"",""9999-01-01"""
"15311,""d004"",""1988-09-12"",""9999-01-01"""
"15312,""d004"",""1996-09-13"",""1997-07-18"""
"15312,""d009"",""1997-07-18"",""1998-02-25"""
"15313,""d007"",""1995-03-06"",""9999-01-01"""
"15314,""d004"",""1989-05-31"",""9999-01-01"""
"15315,""d002"",""1996-01-14"",""9999-01-01"""
"15316,""d009"",""1992-12-11"",""9999-01-01"""
"15317,""d005"",""1992-10-21"",""2000-05-26"""
"15318,""d004"",""1995-03-13"",""9999-01-01"""
"15319,""d005"",""1989-03-01"",""9999-01-01"""
"15320,""d008"",""1993-03-26"",""1995-01-14"""
"15321,""d005"",""1992-05-22"",""9999-01-01"""
"15322,""d005"",""1985-02-04"",""9999-01-01"""
"15323,""d005"",""1995-06-21"",""9999-01-01"""
"15323,""d008"",""1988-04-02"",""1995-06-21"""
"15324,""d004"",""1991-03-26"",""9999-01-01"""
"15325,""d005"",""1986-01-04"",""9999-01-01"""
"15326,""d007"",""1989-01-26"",""1990-12-09"""
"15327,""d004"",""1990-07-10"",""9999-01-01"""
"15328,""d006"",""1987-11-05"",""9999-01-01"""
"15329,""d005"",""1997-08-16"",""9999-01-01"""
"15330,""d007"",""1988-05-30"",""9999-01-01"""
"15331,""d002"",""1999-07-25"",""1999-08-28"""
"15331,""d003"",""1999-08-28"",""9999-01-01"""
"15332,""d003"",""1990-08-29"",""9999-01-01"""
"15333,""d007"",""1998-08-10"",""2000-08-29"""
"15334,""d005"",""2000-01-31"",""2001-10-22"""
"15335,""d008"",""1993-07-28"",""9999-01-01"""
"15336,""d003"",""1991-03-26"",""9999-01-01"""
"15337,""d006"",""1988-08-07"",""9999-01-01"""
"15338,""d001"",""1992-10-14"",""2000-06-28"""
"15339,""d005"",""1992-05-02"",""9999-01-01"""
"15340,""d006"",""1993-01-28"",""9999-01-01"""
"15341,""d001"",""1990-03-04"",""1994-05-30"""
"15341,""d007"",""1994-05-30"",""9999-01-01"""
"15342,""d002"",""1992-04-25"",""9999-01-01"""
"15343,""d006"",""1985-03-12"",""9999-01-01"""
"15344,""d004"",""1999-12-31"",""2002-07-27"""
"15345,""d004"",""1995-02-16"",""9999-01-01"""
"15346,""d005"",""1991-12-07"",""9999-01-01"""
"15347,""d007"",""1997-03-25"",""9999-01-01"""
"15348,""d005"",""1997-05-29"",""9999-01-01"""
"15349,""d005"",""1999-10-29"",""9999-01-01"""
"15350,""d001"",""1990-03-23"",""1990-11-28"""
"15351,""d001"",""1988-08-28"",""1988-09-12"""
"15351,""d009"",""1988-09-12"",""9999-01-01"""
"15352,""d004"",""1993-10-02"",""9999-01-01"""
"15353,""d005"",""1996-07-05"",""9999-01-01"""
"15354,""d009"",""1994-10-18"",""9999-01-01"""
"15355,""d004"",""1987-10-09"",""9999-01-01"""
"15356,""d005"",""2000-01-19"",""2002-04-18"""
"15357,""d004"",""1987-06-28"",""9999-01-01"""
"15358,""d004"",""1999-10-21"",""9999-01-01"""
"15359,""d007"",""1985-10-19"",""1988-09-16"""
"15360,""d001"",""1998-02-04"",""9999-01-01"""
"15360,""d007"",""1997-10-26"",""1998-02-04"""
"15361,""d005"",""1993-12-25"",""9999-01-01"""
"15362,""d005"",""1988-12-30"",""9999-01-01"""
"15363,""d009"",""1987-09-29"",""9999-01-01"""
"15364,""d007"",""1999-05-06"",""9999-01-01"""
"15365,""d005"",""1986-08-11"",""9999-01-01"""
"15366,""d005"",""1993-05-09"",""9999-01-01"""
"15367,""d007"",""1991-07-09"",""1992-10-21"""
"15368,""d004"",""1999-05-18"",""9999-01-01"""
"15369,""d007"",""1999-08-20"",""9999-01-01"""
"15370,""d005"",""1993-12-21"",""1997-11-15"""
"15370,""d008"",""1997-11-15"",""9999-01-01"""
"15371,""d007"",""1988-11-05"",""9999-01-01"""
"15372,""d007"",""1988-10-12"",""9999-01-01"""
"15373,""d001"",""1996-10-24"",""9999-01-01"""
"15374,""d003"",""1996-01-06"",""9999-01-01"""
"15375,""d002"",""1994-11-03"",""9999-01-01"""
"15376,""d008"",""1988-08-14"",""2001-03-01"""
"15377,""d005"",""1986-12-19"",""9999-01-01"""
"15378,""d007"",""1988-11-23"",""9999-01-01"""
"15379,""d004"",""1994-09-04"",""9999-01-01"""
"15380,""d005"",""1987-06-12"",""1990-03-05"""
"15380,""d008"",""1990-03-05"",""1994-05-14"""
"15381,""d007"",""1993-05-22"",""9999-01-01"""
"15382,""d007"",""1985-12-26"",""9999-01-01"""
"15383,""d005"",""1994-07-21"",""9999-01-01"""
"15384,""d004"",""1995-04-08"",""9999-01-01"""
"15385,""d005"",""1987-01-17"",""1988-04-25"""
"15386,""d001"",""1999-02-01"",""1999-06-18"""
"15387,""d004"",""1985-12-04"",""9999-01-01"""
"15388,""d007"",""1994-11-12"",""2000-05-04"""
"15389,""d009"",""1999-07-01"",""9999-01-01"""
"15390,""d005"",""1999-01-16"",""9999-01-01"""
"15391,""d004"",""1986-02-08"",""1990-08-26"""
"15391,""d009"",""1990-08-26"",""9999-01-01"""
"15392,""d005"",""1994-07-04"",""9999-01-01"""
"15393,""d002"",""1992-11-25"",""9999-01-01"""
"15394,""d007"",""1998-06-28"",""9999-01-01"""
"15395,""d009"",""1995-05-22"",""9999-01-01"""
"15396,""d005"",""1986-04-02"",""1995-04-09"""
"15397,""d005"",""1990-08-13"",""9999-01-01"""
"15398,""d004"",""1991-10-06"",""9999-01-01"""
"15399,""d004"",""1985-05-01"",""9999-01-01"""
"15400,""d005"",""1995-08-07"",""9999-01-01"""
"15400,""d009"",""1995-03-10"",""1995-08-07"""
"15401,""d005"",""1998-08-11"",""2000-10-11"""
"15402,""d003"",""1994-06-04"",""9999-01-01"""
"15403,""d009"",""1990-03-02"",""9999-01-01"""
"15404,""d007"",""1992-10-25"",""1999-01-25"""
"15405,""d005"",""1989-07-19"",""9999-01-01"""
"15406,""d005"",""1996-08-04"",""9999-01-01"""
"15407,""d004"",""1998-02-22"",""9999-01-01"""
"15408,""d008"",""1996-11-23"",""9999-01-01"""
"15409,""d006"",""1993-03-17"",""9999-01-01"""
"15410,""d001"",""2002-04-15"",""9999-01-01"""
"15410,""d007"",""1989-09-13"",""2002-04-15"""
"15411,""d005"",""1997-02-28"",""1998-08-14"""
"15412,""d005"",""1985-08-23"",""9999-01-01"""
"15413,""d005"",""1994-01-01"",""9999-01-01"""
"15414,""d005"",""1995-09-02"",""9999-01-01"""
"15415,""d007"",""1999-04-23"",""2001-01-06"""
"15416,""d001"",""1986-02-28"",""9999-01-01"""
"15417,""d002"",""1988-06-02"",""9999-01-01"""
"15418,""d007"",""1985-10-25"",""9999-01-01"""
"15419,""d008"",""1996-09-25"",""9999-01-01"""
"15420,""d005"",""1997-08-09"",""9999-01-01"""
"15420,""d009"",""1990-04-17"",""1997-08-09"""
"15421,""d005"",""1997-08-12"",""2000-05-16"""
"15422,""d005"",""1994-01-08"",""9999-01-01"""
"15423,""d005"",""1986-11-18"",""9999-01-01"""
"15424,""d004"",""1995-12-16"",""1997-06-25"""
"15425,""d005"",""1997-10-26"",""9999-01-01"""
"15426,""d004"",""1999-09-30"",""9999-01-01"""
"15427,""d005"",""1998-02-15"",""9999-01-01"""
"15428,""d004"",""1993-02-17"",""9999-01-01"""
"15429,""d005"",""1993-11-12"",""1994-02-01"""
"15429,""d008"",""1994-02-01"",""1994-11-27"""
"15430,""d005"",""1996-07-22"",""9999-01-01"""
"15431,""d005"",""1987-12-15"",""1990-07-25"""
"15432,""d007"",""1986-04-16"",""9999-01-01"""
"15433,""d005"",""1993-11-20"",""1996-11-03"""
"15434,""d005"",""1995-09-03"",""9999-01-01"""
"15435,""d004"",""1994-01-08"",""9999-01-01"""
"15436,""d002"",""1999-01-27"",""9999-01-01"""
"15437,""d004"",""1991-04-18"",""9999-01-01"""
"15438,""d002"",""1986-12-24"",""9999-01-01"""
"15439,""d004"",""1999-10-31"",""2000-05-24"""
"15439,""d006"",""2000-05-24"",""2000-11-11"""
"15440,""d002"",""1997-06-08"",""1998-09-13"""
"15441,""d008"",""1993-02-05"",""9999-01-01"""
"15442,""d004"",""1996-07-23"",""9999-01-01"""
"15443,""d005"",""1990-05-18"",""9999-01-01"""
"15444,""d004"",""1989-03-08"",""9999-01-01"""
"15445,""d005"",""1996-12-30"",""2000-09-24"""
"15446,""d004"",""1995-07-11"",""9999-01-01"""
"15447,""d003"",""1989-09-13"",""9999-01-01"""
"15448,""d008"",""1996-03-24"",""1997-12-04"""
"15449,""d001"",""1988-01-16"",""2001-03-27"""
"15449,""d009"",""2001-03-27"",""9999-01-01"""
"15450,""d005"",""1999-06-14"",""2000-04-17"""
"15451,""d005"",""1996-05-03"",""9999-01-01"""
"15452,""d005"",""1995-05-11"",""9999-01-01"""
"15453,""d004"",""1989-03-23"",""9999-01-01"""
"15454,""d007"",""1986-02-27"",""9999-01-01"""
"15455,""d008"",""1989-06-19"",""9999-01-01"""
"15456,""d004"",""1994-05-23"",""9999-01-01"""
"15457,""d004"",""1989-12-26"",""9999-01-01"""
"15457,""d008"",""1989-02-20"",""1989-12-26"""
"15458,""d005"",""1996-12-09"",""1998-01-07"""
"15459,""d005"",""1997-11-23"",""9999-01-01"""
"15460,""d005"",""1988-01-25"",""9999-01-01"""
"15461,""d003"",""1993-08-18"",""9999-01-01"""
"15462,""d004"",""1987-08-23"",""9999-01-01"""
"15463,""d005"",""1996-04-21"",""2000-05-07"""
"15464,""d008"",""1986-10-25"",""9999-01-01"""
"15465,""d004"",""1992-07-03"",""1992-08-08"""
"15465,""d009"",""1992-08-08"",""9999-01-01"""
"15466,""d007"",""1991-02-07"",""9999-01-01"""
"15467,""d002"",""1987-08-20"",""9999-01-01"""
"15468,""d004"",""1996-10-18"",""9999-01-01"""
"15469,""d007"",""1991-06-29"",""9999-01-01"""
"15470,""d004"",""1996-08-08"",""9999-01-01"""
"15471,""d008"",""1993-02-25"",""2000-12-05"""
"15472,""d005"",""1996-04-30"",""9999-01-01"""
"15473,""d001"",""1995-07-09"",""9999-01-01"""
"15473,""d003"",""1994-01-09"",""1995-07-09"""
"15474,""d007"",""1994-12-04"",""9999-01-01"""
"15475,""d002"",""1991-09-04"",""9999-01-01"""
"15476,""d005"",""1986-09-28"",""1991-04-19"""
"15477,""d004"",""1991-11-30"",""9999-01-01"""
"15478,""d007"",""1994-07-02"",""9999-01-01"""
"15479,""d004"",""1987-01-25"",""9999-01-01"""
"15480,""d005"",""1990-04-29"",""9999-01-01"""
"15481,""d001"",""1993-08-23"",""9999-01-01"""
"15482,""d005"",""1989-12-23"",""9999-01-01"""
"15483,""d001"",""1993-09-24"",""1993-10-18"""
"15483,""d003"",""1993-09-09"",""1993-09-24"""
"15484,""d004"",""1993-11-03"",""9999-01-01"""
"15485,""d004"",""1988-11-07"",""9999-01-01"""
"15486,""d005"",""1989-02-20"",""9999-01-01"""
"15487,""d005"",""1997-04-13"",""9999-01-01"""
"15488,""d004"",""1993-04-04"",""1995-03-25"""
"15489,""d007"",""1997-07-06"",""9999-01-01"""
"15490,""d006"",""1992-11-09"",""9999-01-01"""
"15491,""d004"",""1989-08-08"",""1999-07-20"""
"15491,""d006"",""1999-07-20"",""9999-01-01"""
"15492,""d002"",""1989-04-02"",""9999-01-01"""
"15493,""d007"",""1992-06-28"",""9999-01-01"""
"15494,""d005"",""1995-02-12"",""9999-01-01"""
"15495,""d007"",""1988-05-25"",""9999-01-01"""
"15496,""d005"",""1987-12-06"",""1990-04-26"""
"15497,""d005"",""1999-05-31"",""9999-01-01"""
"15498,""d004"",""1996-09-10"",""1997-08-06"""
"15499,""d007"",""1990-04-24"",""2000-09-27"""
"15499,""d009"",""2000-09-27"",""9999-01-01"""
"15500,""d005"",""1997-10-29"",""9999-01-01"""
"15501,""d007"",""1998-04-06"",""9999-01-01"""
"15502,""d005"",""1991-05-14"",""9999-01-01"""
"15503,""d007"",""1987-12-10"",""9999-01-01"""
"15504,""d005"",""1997-02-06"",""9999-01-01"""
"15505,""d004"",""1986-08-30"",""9999-01-01"""
"15506,""d007"",""1992-09-07"",""1998-11-29"""
"15507,""d007"",""1988-08-07"",""9999-01-01"""
"15508,""d005"",""1994-03-03"",""1995-12-16"""
"15508,""d008"",""1995-12-16"",""9999-01-01"""
"15509,""d004"",""1985-08-12"",""1985-12-09"""
"15510,""d005"",""1987-08-29"",""9999-01-01"""
"15511,""d007"",""1986-04-20"",""9999-01-01"""
"15512,""d005"",""1990-10-01"",""9999-01-01"""
"15513,""d002"",""1989-05-20"",""9999-01-01"""
"15514,""d004"",""1995-06-29"",""9999-01-01"""
"15515,""d004"",""2000-01-11"",""2001-01-22"""
"15516,""d004"",""1988-05-20"",""1998-11-09"""
"15516,""d006"",""1998-11-09"",""9999-01-01"""
"15517,""d006"",""1997-03-21"",""9999-01-01"""
"15518,""d005"",""1990-10-03"",""9999-01-01"""
"15519,""d005"",""1985-10-08"",""1988-12-24"""
"15520,""d004"",""1988-01-28"",""9999-01-01"""
"15521,""d007"",""1985-11-16"",""9999-01-01"""
"15522,""d002"",""1999-12-20"",""9999-01-01"""
"15523,""d004"",""1991-07-02"",""9999-01-01"""
"15524,""d003"",""1997-07-20"",""9999-01-01"""
"15525,""d005"",""1993-04-27"",""9999-01-01"""
"15526,""d006"",""1994-07-16"",""9999-01-01"""
"15527,""d004"",""2000-02-15"",""2000-11-14"""
"15527,""d005"",""1999-03-08"",""2000-02-15"""
"15528,""d009"",""1992-02-06"",""9999-01-01"""
"15529,""d007"",""1990-06-11"",""9999-01-01"""
"15530,""d004"",""1995-07-09"",""9999-01-01"""
"15531,""d004"",""1994-10-12"",""9999-01-01"""
"15532,""d004"",""1992-07-29"",""9999-01-01"""
"15533,""d007"",""1989-05-21"",""9999-01-01"""
"15534,""d002"",""1987-05-06"",""9999-01-01"""
"15535,""d004"",""1997-05-26"",""9999-01-01"""
"15536,""d008"",""1998-05-27"",""2001-07-16"""
"15537,""d004"",""2001-01-11"",""9999-01-01"""
"15537,""d005"",""1993-11-25"",""2001-01-11"""
"15538,""d005"",""1988-02-05"",""9999-01-01"""
"15539,""d007"",""1986-03-02"",""1996-07-17"""
"15540,""d005"",""1988-12-01"",""9999-01-01"""
"15541,""d005"",""1999-03-06"",""9999-01-01"""
"15542,""d005"",""1988-04-26"",""9999-01-01"""
"15543,""d004"",""1988-07-30"",""9999-01-01"""
"15544,""d001"",""1993-05-16"",""9999-01-01"""
"15545,""d005"",""1985-09-10"",""1993-01-06"""
"15546,""d007"",""1998-08-09"",""9999-01-01"""
"15547,""d005"",""1987-02-03"",""9999-01-01"""
"15548,""d005"",""1988-05-08"",""1995-06-16"""
"15548,""d008"",""1995-06-16"",""9999-01-01"""
"15549,""d001"",""1999-01-24"",""9999-01-01"""
"15550,""d004"",""1993-07-01"",""9999-01-01"""
"15551,""d004"",""1996-01-16"",""2002-05-20"""
"15552,""d006"",""1995-12-29"",""9999-01-01"""
"15553,""d008"",""1990-03-29"",""9999-01-01"""
"15554,""d008"",""1995-03-27"",""9999-01-01"""
"15555,""d004"",""1989-05-10"",""9999-01-01"""
"15556,""d004"",""1992-10-12"",""1999-10-15"""
"15557,""d005"",""1998-01-23"",""9999-01-01"""
"15558,""d001"",""1994-10-03"",""9999-01-01"""
"15558,""d007"",""1985-12-20"",""1994-10-03"""
"15559,""d009"",""1990-03-11"",""9999-01-01"""
"15560,""d005"",""1991-01-30"",""2001-02-17"""
"15561,""d005"",""1994-01-09"",""9999-01-01"""
"15562,""d005"",""1990-12-29"",""9999-01-01"""
"15563,""d009"",""1987-04-08"",""9999-01-01"""
"15564,""d002"",""1999-10-03"",""9999-01-01"""
"15565,""d001"",""1986-12-16"",""9999-01-01"""
"15566,""d007"",""1988-04-11"",""9999-01-01"""
"15567,""d005"",""1998-09-02"",""9999-01-01"""
"15568,""d004"",""1997-11-05"",""9999-01-01"""
"15568,""d005"",""1995-06-21"",""1997-11-05"""
"15569,""d003"",""1988-07-04"",""1998-12-12"""
"15570,""d005"",""1986-06-18"",""9999-01-01"""
"15571,""d005"",""1997-11-09"",""9999-01-01"""
"15572,""d009"",""1998-03-08"",""9999-01-01"""
"15573,""d005"",""1993-07-12"",""9999-01-01"""
"15574,""d002"",""1988-12-19"",""9999-01-01"""
"15575,""d008"",""1992-11-11"",""9999-01-01"""
"15576,""d009"",""1992-07-16"",""9999-01-01"""
"15577,""d007"",""1997-11-15"",""9999-01-01"""
"15578,""d002"",""1996-07-14"",""1998-09-27"""
"15579,""d004"",""1999-01-19"",""1999-11-10"""
"15579,""d006"",""1999-11-10"",""9999-01-01"""
"15580,""d001"",""1986-06-07"",""9999-01-01"""
"15581,""d005"",""1994-09-19"",""2002-07-01"""
"15582,""d004"",""1998-11-24"",""9999-01-01"""
"15583,""d007"",""1992-05-04"",""9999-01-01"""
"15584,""d008"",""1999-02-18"",""9999-01-01"""
"15585,""d005"",""1994-03-22"",""9999-01-01"""
"15586,""d006"",""1998-08-28"",""9999-01-01"""
"15587,""d004"",""1989-05-01"",""1999-02-09"""
"15587,""d006"",""1999-02-09"",""9999-01-01"""
"15588,""d004"",""1993-10-07"",""9999-01-01"""
"15589,""d005"",""1995-03-20"",""9999-01-01"""
"15590,""d007"",""1986-09-26"",""1999-01-07"""
"15591,""d008"",""1992-11-14"",""9999-01-01"""
"15592,""d005"",""1992-09-16"",""9999-01-01"""
"15593,""d001"",""1996-09-01"",""9999-01-01"""
"15594,""d005"",""1988-11-10"",""9999-01-01"""
"15595,""d004"",""1989-10-28"",""9999-01-01"""
"15595,""d005"",""1986-04-29"",""1989-10-28"""
"15596,""d007"",""1999-11-15"",""2000-12-07"""
"15597,""d002"",""1985-11-09"",""9999-01-01"""
"15598,""d007"",""1986-10-07"",""9999-01-01"""
"15599,""d008"",""1987-02-16"",""9999-01-01"""
"15600,""d004"",""1985-04-26"",""9999-01-01"""
"15601,""d007"",""1994-07-10"",""9999-01-01"""
"15602,""d001"",""1990-07-27"",""9999-01-01"""
"15603,""d004"",""1995-06-04"",""9999-01-01"""
"15604,""d002"",""1995-11-10"",""1999-12-27"""
"15604,""d003"",""1999-12-27"",""9999-01-01"""
"15605,""d007"",""1993-10-24"",""1996-08-19"""
"15606,""d005"",""1985-11-29"",""9999-01-01"""
"15607,""d007"",""1991-02-17"",""9999-01-01"""
"15608,""d006"",""1994-09-12"",""1997-12-30"""
"15609,""d004"",""1998-06-13"",""9999-01-01"""
"15610,""d006"",""1999-12-30"",""2001-11-25"""
"15611,""d005"",""1998-03-31"",""9999-01-01"""
"15612,""d005"",""1998-12-30"",""9999-01-01"""
"15613,""d005"",""1990-05-29"",""9999-01-01"""
"15614,""d007"",""1995-08-13"",""2002-07-13"""
"15615,""d005"",""1993-12-05"",""9999-01-01"""
"15615,""d009"",""1993-03-08"",""1993-12-05"""
"15616,""d004"",""1996-08-23"",""9999-01-01"""
"15617,""d008"",""1987-05-01"",""9999-01-01"""
"15618,""d004"",""1990-08-12"",""9999-01-01"""
"15619,""d005"",""1999-08-17"",""9999-01-01"""
"15620,""d007"",""1987-02-14"",""9999-01-01"""
"15621,""d006"",""1996-02-05"",""9999-01-01"""
"15622,""d007"",""1997-12-20"",""9999-01-01"""
"15623,""d005"",""1985-09-23"",""2000-02-08"""
"15624,""d005"",""1991-05-26"",""9999-01-01"""
"15625,""d004"",""1993-01-29"",""9999-01-01"""
"15625,""d005"",""1987-03-10"",""1993-01-29"""
"15626,""d005"",""1997-12-17"",""9999-01-01"""
"15627,""d005"",""1995-06-08"",""9999-01-01"""
"15628,""d005"",""1992-06-11"",""1997-02-20"""
"15629,""d001"",""1990-12-07"",""9999-01-01"""
"15630,""d005"",""1999-03-28"",""1999-05-25"""
"15631,""d005"",""1989-06-03"",""2000-01-21"""
"15632,""d005"",""1990-09-11"",""1999-08-22"""
"15633,""d001"",""1997-08-20"",""1997-12-13"""
"15633,""d003"",""1997-06-06"",""1997-08-20"""
"15634,""d005"",""1994-11-17"",""9999-01-01"""
"15635,""d001"",""1997-05-17"",""9999-01-01"""
"15636,""d003"",""1998-03-05"",""9999-01-01"""
"15637,""d002"",""1992-07-09"",""9999-01-01"""
"15638,""d002"",""1992-09-04"",""9999-01-01"""
"15639,""d004"",""1997-05-15"",""9999-01-01"""
"15640,""d004"",""1990-10-16"",""2000-03-26"""
"15641,""d007"",""1993-04-07"",""2001-04-19"""
"15642,""d005"",""1990-10-27"",""9999-01-01"""
"15643,""d004"",""2002-02-16"",""9999-01-01"""
"15643,""d005"",""1999-08-16"",""2002-02-16"""
"15644,""d007"",""1990-03-17"",""9999-01-01"""
"15645,""d001"",""1992-04-30"",""9999-01-01"""
"15646,""d007"",""1996-04-13"",""9999-01-01"""
"15647,""d005"",""1996-04-22"",""1998-01-12"""
"15648,""d006"",""1985-07-20"",""9999-01-01"""
"15649,""d002"",""1997-01-01"",""9999-01-01"""
"15650,""d004"",""1997-11-16"",""9999-01-01"""
"15651,""d004"",""1985-11-22"",""9999-01-01"""
"15652,""d007"",""1994-10-20"",""2000-02-22"""
"15652,""d009"",""2000-02-22"",""9999-01-01"""
"15653,""d001"",""1999-11-07"",""2000-08-01"""
"15654,""d005"",""1989-11-19"",""9999-01-01"""
"15655,""d001"",""1985-03-02"",""1995-12-15"""
"15656,""d001"",""1987-05-26"",""9999-01-01"""
"15657,""d004"",""1989-08-31"",""1994-10-16"""
"15658,""d001"",""1989-09-17"",""9999-01-01"""
"15659,""d007"",""1989-04-27"",""9999-01-01"""
"15660,""d005"",""1996-12-27"",""9999-01-01"""
"15661,""d003"",""1997-12-10"",""9999-01-01"""
"15662,""d004"",""2002-01-11"",""9999-01-01"""
"15662,""d008"",""1999-09-04"",""2002-01-11"""
"15663,""d004"",""1990-04-18"",""9999-01-01"""
"15664,""d005"",""1997-10-11"",""9999-01-01"""
"15665,""d004"",""1993-01-27"",""9999-01-01"""
"15666,""d005"",""1998-06-15"",""1999-06-11"""
"15667,""d001"",""1996-04-11"",""9999-01-01"""
"15668,""d005"",""1998-02-18"",""9999-01-01"""
"15669,""d004"",""1991-05-21"",""1997-08-11"""
"15670,""d004"",""1997-03-01"",""9999-01-01"""
"15671,""d004"",""1990-04-24"",""1990-05-23"""
"15671,""d006"",""1990-05-23"",""9999-01-01"""
"15672,""d005"",""1992-05-21"",""9999-01-01"""
"15673,""d004"",""1996-04-30"",""1999-06-02"""
"15674,""d007"",""1988-04-28"",""9999-01-01"""
"15675,""d005"",""1998-12-14"",""2000-12-08"""
"15676,""d005"",""1994-11-16"",""9999-01-01"""
"15677,""d004"",""1989-06-24"",""9999-01-01"""
"15678,""d009"",""1988-02-06"",""2002-03-22"""
"15679,""d009"",""1997-05-07"",""9999-01-01"""
"15680,""d007"",""1990-04-19"",""1990-06-25"""
"15680,""d009"",""1990-06-25"",""9999-01-01"""
"15681,""d007"",""1989-05-27"",""9999-01-01"""
"15682,""d006"",""1988-06-20"",""9999-01-01"""
"15683,""d005"",""1995-05-09"",""1996-04-21"""
"15684,""d006"",""1995-05-26"",""9999-01-01"""
"15685,""d005"",""1992-03-13"",""9999-01-01"""
"15686,""d004"",""1995-10-19"",""9999-01-01"""
"15687,""d002"",""1990-02-13"",""9999-01-01"""
"15688,""d005"",""1994-10-27"",""9999-01-01"""
"15689,""d004"",""1995-07-06"",""1997-01-10"""
"15689,""d005"",""1995-03-11"",""1995-07-06"""
"15690,""d002"",""1996-05-09"",""1998-05-13"""
"15691,""d004"",""1994-01-13"",""9999-01-01"""
"15692,""d005"",""1997-10-04"",""9999-01-01"""
"15693,""d002"",""1993-03-30"",""9999-01-01"""
"15694,""d005"",""1992-01-28"",""2000-01-15"""
"15695,""d004"",""1998-02-15"",""9999-01-01"""
"15696,""d005"",""1987-08-21"",""9999-01-01"""
"15697,""d006"",""1995-04-23"",""9999-01-01"""
"15698,""d002"",""1991-08-25"",""2000-11-13"""
"15698,""d003"",""2000-11-13"",""9999-01-01"""
"15699,""d004"",""1994-09-30"",""9999-01-01"""
"15700,""d003"",""1993-09-03"",""1994-10-13"""
"15701,""d001"",""1986-12-28"",""9999-01-01"""
"15702,""d007"",""1997-07-25"",""1999-09-27"""
"15703,""d005"",""1994-12-06"",""9999-01-01"""
"15704,""d005"",""1996-07-29"",""9999-01-01"""
"15705,""d003"",""1993-06-03"",""9999-01-01"""
"15706,""d002"",""1999-06-04"",""9999-01-01"""
"15707,""d002"",""1994-10-15"",""1996-04-13"""
"15707,""d007"",""1996-04-13"",""1996-09-29"""
"15708,""d007"",""1990-01-22"",""9999-01-01"""
"15709,""d007"",""1985-03-11"",""9999-01-01"""
"15710,""d004"",""1992-02-26"",""9999-01-01"""
"15711,""d004"",""1997-04-02"",""9999-01-01"""
"15712,""d006"",""1991-02-10"",""1998-09-27"""
"15713,""d004"",""1998-12-06"",""2002-04-18"""
"15714,""d004"",""1995-03-09"",""9999-01-01"""
"15715,""d001"",""2002-01-15"",""9999-01-01"""
"15715,""d007"",""1999-09-21"",""2002-01-15"""
"15716,""d007"",""1999-03-07"",""9999-01-01"""
"15717,""d001"",""1992-12-10"",""9999-01-01"""
"15718,""d007"",""1999-12-02"",""9999-01-01"""
"15719,""d004"",""1990-05-28"",""1998-07-31"""
"15720,""d004"",""1993-05-24"",""9999-01-01"""
"15721,""d004"",""1987-04-28"",""9999-01-01"""
"15722,""d004"",""1987-12-17"",""9999-01-01"""
"15723,""d008"",""1990-10-21"",""1994-01-05"""
"15724,""d006"",""1997-03-17"",""9999-01-01"""
"15725,""d002"",""1987-03-31"",""1987-11-04"""
"15725,""d007"",""1987-11-04"",""9999-01-01"""
"15726,""d001"",""1996-08-28"",""9999-01-01"""
"15727,""d004"",""1994-03-27"",""9999-01-01"""
"15728,""d009"",""1986-05-30"",""2002-05-30"""
"15729,""d007"",""1987-06-01"",""1989-03-25"""
"15730,""d009"",""1991-07-14"",""9999-01-01"""
"15731,""d004"",""1985-04-01"",""9999-01-01"""
"15732,""d004"",""1989-08-03"",""9999-01-01"""
"15733,""d009"",""1990-03-03"",""9999-01-01"""
"15734,""d004"",""2002-01-30"",""9999-01-01"""
"15734,""d005"",""1996-12-24"",""2002-01-30"""
"15735,""d002"",""1987-09-01"",""9999-01-01"""
"15736,""d002"",""1999-08-09"",""2001-11-01"""
"15737,""d005"",""1999-06-07"",""9999-01-01"""
"15738,""d004"",""1987-07-14"",""9999-01-01"""
"15739,""d005"",""1999-03-02"",""9999-01-01"""
"15740,""d007"",""1995-06-04"",""9999-01-01"""
"15741,""d005"",""1987-06-26"",""9999-01-01"""
"15742,""d006"",""1991-07-19"",""1999-08-30"""
"15743,""d005"",""1998-06-22"",""9999-01-01"""
"15744,""d004"",""1991-01-19"",""9999-01-01"""
"15745,""d005"",""1991-07-16"",""2002-01-26"""
"15745,""d008"",""2002-01-26"",""9999-01-01"""
"15746,""d005"",""1987-12-04"",""9999-01-01"""
"15747,""d005"",""1996-10-31"",""2000-07-02"""
"15748,""d004"",""1991-11-17"",""9999-01-01"""
"15749,""d005"",""1987-03-22"",""9999-01-01"""
"15750,""d004"",""1993-11-13"",""9999-01-01"""
"15751,""d004"",""1993-11-03"",""9999-01-01"""
"15752,""d009"",""1988-12-24"",""1990-05-05"""
"15753,""d004"",""1986-04-22"",""1996-03-05"""
"15753,""d006"",""1996-03-05"",""2002-05-02"""
"15754,""d006"",""1993-03-05"",""9999-01-01"""
